drug,month,price_gbp
Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,2022-04,2.74
Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,2022-07,3.85
Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,2022-10,3.33
Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,2022-12,3.47
Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,2023-01,3.52
Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,2023-04,3.52
Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,2023-07,5.2
Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,2023-10,2.27
Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,2024-01,4.6
Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,2024-04,4.75
Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,2024-07,3.67
Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,2024-08,3.64
Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,2024-09,3.64
Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,2024-10,3.73
Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,2025-01,1.63
Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops,2025-04,3.73
Latanoprost 50micrograms/ml eye drops,2021-01,3.01
Latanoprost 50micrograms/ml eye drops,2021-04,2.62
Latanoprost 50micrograms/ml eye drops,2021-07,2.15
Latanoprost 50micrograms/ml eye drops,2021-10,2.16
Latanoprost 50micrograms/ml eye drops,2022-01,1.68
Latanoprost 50micrograms/ml eye drops,2022-04,1.6
Latanoprost 50micrograms/ml eye drops,2022-07,1.59
Latanoprost 50micrograms/ml eye drops,2022-10,1.62
Latanoprost 50micrograms/ml eye drops,2022-12,1.68
Latanoprost 50micrograms/ml eye drops,2023-01,1.83
Latanoprost 50micrograms/ml eye drops,2023-04,1.7
Latanoprost 50micrograms/ml eye drops,2023-07,1.69
Latanoprost 50micrograms/ml eye drops,2023-10,1.72
Latanoprost 50micrograms/ml eye drops,2024-01,1.64
Latanoprost 50micrograms/ml eye drops,2024-04,1.56
Latanoprost 50micrograms/ml eye drops,2024-07,1.62
Latanoprost 50micrograms/ml eye drops,2024-08,1.52
Latanoprost 50micrograms/ml eye drops,2024-09,1.52
Latanoprost 50micrograms/ml eye drops,2024-10,1.92
Latanoprost 50micrograms/ml eye drops,2025-01,1.36
Latanoprost 50micrograms/ml eye drops,2025-04,1.39
Latanoprost 50micrograms/ml eye drops,2025-07,1.38
Latanoprost 50micrograms/ml eye drops,2025-09,1.38
Latanoprost 50micrograms/ml eye drops,2025-10,1.59
Latanoprost 50micrograms/ml eye drops,2026-01,1.74
Leflunomide 10mg tablets,2021-01,4.79
Leflunomide 10mg tablets,2021-04,4.6
Leflunomide 10mg tablets,2021-07,3.66
Leflunomide 10mg tablets,2021-10,3.29
Leflunomide 10mg tablets,2022-01,2.77
Leflunomide 10mg tablets,2022-04,2.65
Leflunomide 10mg tablets,2022-07,2.51
Leflunomide 10mg tablets,2022-10,2.42
Leflunomide 10mg tablets,2022-12,2.51
Leflunomide 10mg tablets,2023-01,2.35
Leflunomide 10mg tablets,2023-04,2.32
Leflunomide 10mg tablets,2023-07,2.2
Leflunomide 10mg tablets,2023-10,2.3
Leflunomide 10mg tablets,2024-01,2.12
Leflunomide 10mg tablets,2024-04,2.14
Leflunomide 10mg tablets,2024-07,2.18
Leflunomide 10mg tablets,2024-08,2.1
Leflunomide 10mg tablets,2024-09,2.1
Leflunomide 10mg tablets,2024-10,2.03
Leflunomide 10mg tablets,2025-01,1.91
Leflunomide 10mg tablets,2025-04,1.91
Leflunomide 10mg tablets,2025-07,1.88
Leflunomide 10mg tablets,2025-09,1.88
Leflunomide 10mg tablets,2025-10,1.75
Leflunomide 10mg tablets,2026-01,1.62
Leflunomide 20mg tablets,2021-01,4.83
Leflunomide 20mg tablets,2021-04,4.62
Leflunomide 20mg tablets,2021-07,3.7
Leflunomide 20mg tablets,2021-10,3.13
Leflunomide 20mg tablets,2022-01,2.66
Leflunomide 20mg tablets,2022-04,2.6
Leflunomide 20mg tablets,2022-07,2.44
Leflunomide 20mg tablets,2022-10,2.45
Leflunomide 20mg tablets,2022-12,2.55
Leflunomide 20mg tablets,2023-01,2.53
Leflunomide 20mg tablets,2023-04,2.53
Leflunomide 20mg tablets,2023-07,3.33
Leflunomide 20mg tablets,2023-10,2.89
Leflunomide 20mg tablets,2024-01,2.61
Leflunomide 20mg tablets,2024-04,2.59
Leflunomide 20mg tablets,2024-07,2.51
Leflunomide 20mg tablets,2024-08,2.44
Leflunomide 20mg tablets,2024-09,2.44
Leflunomide 20mg tablets,2024-10,2.42
Leflunomide 20mg tablets,2025-01,2.3
Leflunomide 20mg tablets,2025-04,2.38
Leflunomide 20mg tablets,2025-07,2.37
Leflunomide 20mg tablets,2025-09,2.37
Leflunomide 20mg tablets,2025-10,1.89
Leflunomide 20mg tablets,2026-01,1.75
Lercanidipine 10mg tablets,2021-01,2.24
Lercanidipine 10mg tablets,2021-04,2.01
Lercanidipine 10mg tablets,2021-07,1.84
Lercanidipine 10mg tablets,2021-10,1.8
Lercanidipine 10mg tablets,2022-01,3.73
Lercanidipine 10mg tablets,2022-04,2.66
Lercanidipine 10mg tablets,2022-07,2.84
Lercanidipine 10mg tablets,2022-10,4.03
Lercanidipine 10mg tablets,2022-12,4.2
Lercanidipine 10mg tablets,2023-01,4.51
Lercanidipine 10mg tablets,2023-04,3.79
Lercanidipine 10mg tablets,2023-07,3.29
Lercanidipine 10mg tablets,2023-10,3.34
Lercanidipine 10mg tablets,2024-01,2.77
Lercanidipine 10mg tablets,2024-04,2.46
Lercanidipine 10mg tablets,2024-07,2.4
Lercanidipine 10mg tablets,2024-08,2.32
Lercanidipine 10mg tablets,2024-09,2.32
Lercanidipine 10mg tablets,2024-10,2.13
Lercanidipine 10mg tablets,2025-01,2.17
Lercanidipine 10mg tablets,2025-04,1.86
Lercanidipine 10mg tablets,2025-07,2.06
Lercanidipine 10mg tablets,2025-09,2.06
Lercanidipine 10mg tablets,2025-10,1.64
Lercanidipine 10mg tablets,2026-01,1.24
Lercanidipine 20mg tablets,2021-01,2.66
Lercanidipine 20mg tablets,2021-04,2.18
Lercanidipine 20mg tablets,2021-07,1.98
Lercanidipine 20mg tablets,2021-10,1.95
Lercanidipine 20mg tablets,2022-01,5.34
Lercanidipine 20mg tablets,2022-04,3.37
Lercanidipine 20mg tablets,2022-07,3.26
Lercanidipine 20mg tablets,2022-10,7.17
Lercanidipine 20mg tablets,2022-12,7.48
Lercanidipine 20mg tablets,2023-01,8.83
Lercanidipine 20mg tablets,2023-04,8.04
Lercanidipine 20mg tablets,2023-07,7.09
Lercanidipine 20mg tablets,2023-10,7.02
Lercanidipine 20mg tablets,2024-01,6.06
Lercanidipine 20mg tablets,2024-04,5.53
Lercanidipine 20mg tablets,2024-07,4.76
Lercanidipine 20mg tablets,2024-08,4.78
Lercanidipine 20mg tablets,2024-09,4.78
Lercanidipine 20mg tablets,2024-10,4.37
Lercanidipine 20mg tablets,2025-01,3.79
Lercanidipine 20mg tablets,2025-04,2.98
Lercanidipine 20mg tablets,2025-07,3.1
Lercanidipine 20mg tablets,2025-09,3.1
Lercanidipine 20mg tablets,2025-10,2.44
Lercanidipine 20mg tablets,2026-01,1.96
Letrozole 2.5mg tablets,2021-01,1.49
Letrozole 2.5mg tablets,2021-04,1.4
Letrozole 2.5mg tablets,2021-07,1.61
Letrozole 2.5mg tablets,2021-10,1.74
Letrozole 2.5mg tablets,2022-01,1.19
Letrozole 2.5mg tablets,2022-04,1.2
Letrozole 2.5mg tablets,2022-07,1.04
Letrozole 2.5mg tablets,2022-10,0.97
Letrozole 2.5mg tablets,2022-12,1.0
Letrozole 2.5mg tablets,2023-01,0.95
Letrozole 2.5mg tablets,2023-04,0.96
Letrozole 2.5mg tablets,2023-07,0.95
Letrozole 2.5mg tablets,2023-10,0.87
Letrozole 2.5mg tablets,2024-01,4.82
Letrozole 2.5mg tablets,2024-04,4.21
Letrozole 2.5mg tablets,2024-07,3.12
Letrozole 2.5mg tablets,2024-08,3.07
Letrozole 2.5mg tablets,2024-09,3.07
Letrozole 2.5mg tablets,2024-10,2.82
Letrozole 2.5mg tablets,2025-01,1.76
Letrozole 2.5mg tablets,2025-04,1.48
Letrozole 2.5mg tablets,2025-07,1.56
Letrozole 2.5mg tablets,2025-09,1.56
Letrozole 2.5mg tablets,2025-10,3.92
Letrozole 2.5mg tablets,2026-01,2.69
Levetiracetam 100mg/ml oral solution sugar free,2021-01,7.44
Levetiracetam 100mg/ml oral solution sugar free,2021-04,7.56
Levetiracetam 100mg/ml oral solution sugar free,2021-07,6.34
Levetiracetam 100mg/ml oral solution sugar free,2021-10,5.49
Levetiracetam 100mg/ml oral solution sugar free,2022-01,4.7
Levetiracetam 100mg/ml oral solution sugar free,2022-04,4.71
Levetiracetam 100mg/ml oral solution sugar free,2022-07,4.96
Levetiracetam 100mg/ml oral solution sugar free,2022-10,5.58
Levetiracetam 100mg/ml oral solution sugar free,2022-12,5.82
Levetiracetam 100mg/ml oral solution sugar free,2023-01,5.66
Levetiracetam 100mg/ml oral solution sugar free,2023-04,7.45
Levetiracetam 100mg/ml oral solution sugar free,2023-07,8.28
Levetiracetam 100mg/ml oral solution sugar free,2023-10,8.5
Levetiracetam 100mg/ml oral solution sugar free,2024-01,18.59
Levetiracetam 100mg/ml oral solution sugar free,2024-04,9.53
Levetiracetam 100mg/ml oral solution sugar free,2024-07,8.39
Levetiracetam 100mg/ml oral solution sugar free,2024-08,8.55
Levetiracetam 100mg/ml oral solution sugar free,2024-09,8.55
Levetiracetam 100mg/ml oral solution sugar free,2024-10,7.74
Levetiracetam 100mg/ml oral solution sugar free,2025-01,6.28
Levetiracetam 100mg/ml oral solution sugar free,2025-04,5.55
Levetiracetam 100mg/ml oral solution sugar free,2025-07,4.53
Levetiracetam 100mg/ml oral solution sugar free,2025-09,4.53
Levetiracetam 100mg/ml oral solution sugar free,2025-10,3.77
Levetiracetam 100mg/ml oral solution sugar free,2026-01,3.1
Levetiracetam 1g tablets,2021-01,7.1
Levetiracetam 1g tablets,2021-04,9.51
Levetiracetam 1g tablets,2021-07,8.16
Levetiracetam 1g tablets,2021-10,7.4
Levetiracetam 1g tablets,2022-01,5.47
Levetiracetam 1g tablets,2022-04,5.13
Levetiracetam 1g tablets,2022-07,5.34
Levetiracetam 1g tablets,2022-10,5.55
Levetiracetam 1g tablets,2022-12,5.79
Levetiracetam 1g tablets,2023-01,5.7
Levetiracetam 1g tablets,2023-04,6.06
Levetiracetam 1g tablets,2023-07,5.57
Levetiracetam 1g tablets,2023-10,5.22
Levetiracetam 1g tablets,2024-01,5.0
Levetiracetam 1g tablets,2024-04,4.92
Levetiracetam 1g tablets,2024-07,4.65
Levetiracetam 1g tablets,2024-08,4.66
Levetiracetam 1g tablets,2024-09,4.66
Levetiracetam 1g tablets,2024-10,4.7
Levetiracetam 1g tablets,2025-01,4.8
Levetiracetam 1g tablets,2025-04,5.02
Levetiracetam 1g tablets,2025-07,4.75
Levetiracetam 1g tablets,2025-09,4.75
Levetiracetam 1g tablets,2025-10,4.18
Levetiracetam 1g tablets,2026-01,3.57
Levetiracetam 250mg tablets,2021-01,3.2
Levetiracetam 250mg tablets,2021-04,3.34
Levetiracetam 250mg tablets,2021-07,2.82
Levetiracetam 250mg tablets,2021-10,2.52
Levetiracetam 250mg tablets,2022-01,2.12
Levetiracetam 250mg tablets,2022-04,1.96
Levetiracetam 250mg tablets,2022-07,1.9
Levetiracetam 250mg tablets,2022-10,1.92
Levetiracetam 250mg tablets,2022-12,2.0
Levetiracetam 250mg tablets,2023-01,1.96
Levetiracetam 250mg tablets,2023-04,2.11
Levetiracetam 250mg tablets,2023-07,2.15
Levetiracetam 250mg tablets,2023-10,1.97
Levetiracetam 250mg tablets,2024-01,1.93
Levetiracetam 250mg tablets,2024-04,1.71
Levetiracetam 250mg tablets,2024-07,1.86
Levetiracetam 250mg tablets,2024-08,1.77
Levetiracetam 250mg tablets,2024-09,1.77
Levetiracetam 250mg tablets,2024-10,1.78
Levetiracetam 250mg tablets,2025-01,1.85
Levetiracetam 250mg tablets,2025-04,1.98
Levetiracetam 250mg tablets,2025-07,1.72
Levetiracetam 250mg tablets,2025-09,1.72
Levetiracetam 250mg tablets,2025-10,1.52
Levetiracetam 250mg tablets,2026-01,1.29
Levetiracetam 500mg tablets,2021-01,5.31
Levetiracetam 500mg tablets,2021-04,5.19
Levetiracetam 500mg tablets,2021-07,4.59
Levetiracetam 500mg tablets,2021-10,3.94
Levetiracetam 500mg tablets,2022-01,3.18
Levetiracetam 500mg tablets,2022-04,2.95
Levetiracetam 500mg tablets,2022-07,2.84
Levetiracetam 500mg tablets,2022-10,3.09
Levetiracetam 500mg tablets,2022-12,3.22
Levetiracetam 500mg tablets,2023-01,3.18
Levetiracetam 500mg tablets,2023-04,3.37
Levetiracetam 500mg tablets,2023-07,3.41
Levetiracetam 500mg tablets,2023-10,3.01
Levetiracetam 500mg tablets,2024-01,2.75
Levetiracetam 500mg tablets,2024-04,2.52
Levetiracetam 500mg tablets,2024-07,2.88
Levetiracetam 500mg tablets,2024-08,2.83
Levetiracetam 500mg tablets,2024-09,2.83
Levetiracetam 500mg tablets,2024-10,3.82
Levetiracetam 500mg tablets,2025-01,4.68
Levetiracetam 500mg tablets,2025-04,5.54
Levetiracetam 500mg tablets,2025-07,4.95
Levetiracetam 500mg tablets,2025-09,4.95
Levetiracetam 500mg tablets,2025-10,4.03
Levetiracetam 500mg tablets,2026-01,3.07
Levetiracetam 750mg tablets,2021-01,5.88
Levetiracetam 750mg tablets,2021-04,6.39
Levetiracetam 750mg tablets,2021-07,5.78
Levetiracetam 750mg tablets,2021-10,5.25
Levetiracetam 750mg tablets,2022-01,4.09
Levetiracetam 750mg tablets,2022-04,4.03
Levetiracetam 750mg tablets,2022-07,4.12
Levetiracetam 750mg tablets,2022-10,4.27
Levetiracetam 750mg tablets,2022-12,4.45
Levetiracetam 750mg tablets,2023-01,4.27
Levetiracetam 750mg tablets,2023-04,4.39
Levetiracetam 750mg tablets,2023-07,4.19
Levetiracetam 750mg tablets,2023-10,3.68
Levetiracetam 750mg tablets,2024-01,3.28
Levetiracetam 750mg tablets,2024-04,3.29
Levetiracetam 750mg tablets,2024-07,3.34
Levetiracetam 750mg tablets,2024-08,3.3
Levetiracetam 750mg tablets,2024-09,3.3
Levetiracetam 750mg tablets,2024-10,3.33
Levetiracetam 750mg tablets,2025-01,3.6
Levetiracetam 750mg tablets,2025-04,3.7
Levetiracetam 750mg tablets,2025-07,3.73
Levetiracetam 750mg tablets,2025-09,3.73
Levetiracetam 750mg tablets,2025-10,3.12
Levetiracetam 750mg tablets,2026-01,2.85
Levothyroxine sodium 100microgram tablets,2021-01,1.26
Levothyroxine sodium 100microgram tablets,2021-04,1.31
Levothyroxine sodium 100microgram tablets,2021-07,1.16
Levothyroxine sodium 100microgram tablets,2021-10,1.04
Levothyroxine sodium 100microgram tablets,2022-01,0.89
Levothyroxine sodium 100microgram tablets,2022-04,0.89
Levothyroxine sodium 100microgram tablets,2022-07,0.83
Levothyroxine sodium 100microgram tablets,2022-10,0.82
Levothyroxine sodium 100microgram tablets,2022-12,0.85
Levothyroxine sodium 100microgram tablets,2023-01,0.81
Levothyroxine sodium 100microgram tablets,2023-04,0.79
Levothyroxine sodium 100microgram tablets,2023-07,0.77
Levothyroxine sodium 100microgram tablets,2023-10,0.69
Levothyroxine sodium 100microgram tablets,2024-01,0.69
Levothyroxine sodium 100microgram tablets,2024-04,0.65
Levothyroxine sodium 100microgram tablets,2024-07,0.81
Levothyroxine sodium 100microgram tablets,2024-08,0.68
Levothyroxine sodium 100microgram tablets,2024-09,0.68
Levothyroxine sodium 100microgram tablets,2024-10,0.61
Levothyroxine sodium 100microgram tablets,2025-01,0.62
Levothyroxine sodium 100microgram tablets,2025-04,0.61
Levothyroxine sodium 100microgram tablets,2025-07,0.6
Levothyroxine sodium 100microgram tablets,2025-09,0.6
Levothyroxine sodium 100microgram tablets,2025-10,0.62
Levothyroxine sodium 100microgram tablets,2026-01,0.62
Levothyroxine sodium 12.5microgram tablets,2024-10,11.31
Levothyroxine sodium 12.5microgram tablets,2025-01,12.01
Levothyroxine sodium 12.5microgram tablets,2025-04,12.34
Levothyroxine sodium 12.5microgram tablets,2025-07,11.22
Levothyroxine sodium 12.5microgram tablets,2025-09,11.22
Levothyroxine sodium 12.5microgram tablets,2025-10,9.74
Levothyroxine sodium 12.5microgram tablets,2026-01,9.01
Levothyroxine sodium 25microgram tablets,2021-01,1.54
Levothyroxine sodium 25microgram tablets,2021-04,1.53
Levothyroxine sodium 25microgram tablets,2021-07,1.29
Levothyroxine sodium 25microgram tablets,2021-10,1.11
Levothyroxine sodium 25microgram tablets,2022-01,0.98
Levothyroxine sodium 25microgram tablets,2022-04,0.95
Levothyroxine sodium 25microgram tablets,2022-07,0.9
Levothyroxine sodium 25microgram tablets,2022-10,0.88
Levothyroxine sodium 25microgram tablets,2022-12,0.9
Levothyroxine sodium 25microgram tablets,2023-01,0.9
Levothyroxine sodium 25microgram tablets,2023-04,0.9
Levothyroxine sodium 25microgram tablets,2023-07,0.86
Levothyroxine sodium 25microgram tablets,2023-10,0.78
Levothyroxine sodium 25microgram tablets,2024-01,0.77
Levothyroxine sodium 25microgram tablets,2024-04,0.75
Levothyroxine sodium 25microgram tablets,2024-07,0.91
Levothyroxine sodium 25microgram tablets,2024-08,0.79
Levothyroxine sodium 25microgram tablets,2024-09,0.79
Levothyroxine sodium 25microgram tablets,2024-10,0.72
Levothyroxine sodium 25microgram tablets,2025-01,0.74
Levothyroxine sodium 25microgram tablets,2025-04,0.73
Levothyroxine sodium 25microgram tablets,2025-07,0.67
Levothyroxine sodium 25microgram tablets,2025-09,0.67
Levothyroxine sodium 25microgram tablets,2025-10,0.66
Levothyroxine sodium 25microgram tablets,2026-01,0.66
Levothyroxine sodium 50microgram tablets,2021-01,1.26
Levothyroxine sodium 50microgram tablets,2021-04,1.3
Levothyroxine sodium 50microgram tablets,2021-07,1.15
Levothyroxine sodium 50microgram tablets,2021-10,1.05
Levothyroxine sodium 50microgram tablets,2022-01,0.9
Levothyroxine sodium 50microgram tablets,2022-04,0.9
Levothyroxine sodium 50microgram tablets,2022-07,0.83
Levothyroxine sodium 50microgram tablets,2022-10,0.83
Levothyroxine sodium 50microgram tablets,2022-12,0.85
Levothyroxine sodium 50microgram tablets,2023-01,0.81
Levothyroxine sodium 50microgram tablets,2023-04,0.78
Levothyroxine sodium 50microgram tablets,2023-07,0.77
Levothyroxine sodium 50microgram tablets,2023-10,0.69
Levothyroxine sodium 50microgram tablets,2024-01,0.68
Levothyroxine sodium 50microgram tablets,2024-04,0.64
Levothyroxine sodium 50microgram tablets,2024-07,0.81
Levothyroxine sodium 50microgram tablets,2024-08,0.68
Levothyroxine sodium 50microgram tablets,2024-09,0.68
Levothyroxine sodium 50microgram tablets,2024-10,0.62
Levothyroxine sodium 50microgram tablets,2025-01,0.61
Levothyroxine sodium 50microgram tablets,2025-04,0.6
Levothyroxine sodium 50microgram tablets,2025-07,0.61
Levothyroxine sodium 50microgram tablets,2025-09,0.61
Levothyroxine sodium 50microgram tablets,2025-10,0.62
Levothyroxine sodium 50microgram tablets,2026-01,0.62
Levothyroxine sodium 75microgram tablets,2024-10,2.63
Levothyroxine sodium 75microgram tablets,2025-01,2.64
Levothyroxine sodium 75microgram tablets,2025-04,2.68
Levothyroxine sodium 75microgram tablets,2025-07,2.49
Levothyroxine sodium 75microgram tablets,2025-09,2.49
Levothyroxine sodium 75microgram tablets,2025-10,2.09
Levothyroxine sodium 75microgram tablets,2026-01,1.94
Liothyronine 20microgram tablets,2021-01,136.96
Liothyronine 20microgram tablets,2021-04,118.1
Liothyronine 20microgram tablets,2021-07,101.29
Liothyronine 20microgram tablets,2021-10,92.51
Liothyronine 20microgram tablets,2022-01,71.9
Liothyronine 20microgram tablets,2022-04,63.08
Liothyronine 20microgram tablets,2022-07,59.31
Liothyronine 20microgram tablets,2022-10,56.19
Liothyronine 20microgram tablets,2022-12,58.73
Liothyronine 20microgram tablets,2023-01,51.54
Liothyronine 20microgram tablets,2023-04,50.16
Liothyronine 20microgram tablets,2023-07,42.48
Liothyronine 20microgram tablets,2023-10,42.92
Liothyronine 20microgram tablets,2024-01,40.1
Lisinopril 10mg tablets,2021-01,1.03
Lisinopril 10mg tablets,2021-04,1.08
Lisinopril 10mg tablets,2021-07,0.92
Lisinopril 10mg tablets,2021-10,1.0
Lisinopril 10mg tablets,2022-01,0.85
Lisinopril 10mg tablets,2022-04,0.8
Lisinopril 10mg tablets,2022-07,0.83
Lisinopril 10mg tablets,2022-10,0.92
Lisinopril 10mg tablets,2022-12,0.95
Lisinopril 10mg tablets,2023-01,1.02
Lisinopril 10mg tablets,2023-04,0.95
Lisinopril 10mg tablets,2023-07,0.92
Lisinopril 10mg tablets,2023-10,0.83
Lisinopril 10mg tablets,2024-01,0.86
Lisinopril 10mg tablets,2024-04,0.78
Lisinopril 10mg tablets,2024-07,0.93
Lisinopril 10mg tablets,2024-08,0.8
Lisinopril 10mg tablets,2024-09,0.8
Lisinopril 10mg tablets,2024-10,0.7
Lisinopril 10mg tablets,2025-01,0.71
Lisinopril 10mg tablets,2025-04,0.72
Lisinopril 10mg tablets,2025-07,0.69
Lisinopril 10mg tablets,2025-09,0.69
Lisinopril 10mg tablets,2025-10,0.68
Lisinopril 10mg tablets,2026-01,0.67
Lisinopril 2.5mg tablets,2021-01,0.86
Lisinopril 2.5mg tablets,2021-04,0.92
Lisinopril 2.5mg tablets,2021-07,0.85
Lisinopril 2.5mg tablets,2021-10,0.84
Lisinopril 2.5mg tablets,2022-01,0.73
Lisinopril 2.5mg tablets,2022-04,0.73
Lisinopril 2.5mg tablets,2022-07,0.77
Lisinopril 2.5mg tablets,2022-10,0.76
Lisinopril 2.5mg tablets,2022-12,0.78
Lisinopril 2.5mg tablets,2023-01,0.79
Lisinopril 2.5mg tablets,2023-04,0.81
Lisinopril 2.5mg tablets,2023-07,0.74
Lisinopril 2.5mg tablets,2023-10,0.67
Lisinopril 2.5mg tablets,2024-01,0.66
Lisinopril 2.5mg tablets,2024-04,0.63
Lisinopril 2.5mg tablets,2024-07,0.78
Lisinopril 2.5mg tablets,2024-08,0.65
Lisinopril 2.5mg tablets,2024-09,0.65
Lisinopril 2.5mg tablets,2024-10,0.6
Lisinopril 2.5mg tablets,2025-01,0.6
Lisinopril 2.5mg tablets,2025-04,0.6
Lisinopril 2.5mg tablets,2025-07,0.58
Lisinopril 2.5mg tablets,2025-09,0.58
Lisinopril 2.5mg tablets,2025-10,0.57
Lisinopril 2.5mg tablets,2026-01,0.55
Lisinopril 20mg tablets,2021-01,1.12
Lisinopril 20mg tablets,2021-04,1.19
Lisinopril 20mg tablets,2021-07,1.08
Lisinopril 20mg tablets,2021-10,1.03
Lisinopril 20mg tablets,2022-01,0.91
Lisinopril 20mg tablets,2022-04,0.92
Lisinopril 20mg tablets,2022-07,0.99
Lisinopril 20mg tablets,2022-10,0.98
Lisinopril 20mg tablets,2022-12,1.01
Lisinopril 20mg tablets,2023-01,1.09
Lisinopril 20mg tablets,2023-04,1.06
Lisinopril 20mg tablets,2023-07,1.04
Lisinopril 20mg tablets,2023-10,0.9
Lisinopril 20mg tablets,2024-01,0.88
Lisinopril 20mg tablets,2024-04,0.86
Lisinopril 20mg tablets,2024-07,0.99
Lisinopril 20mg tablets,2024-08,0.86
Lisinopril 20mg tablets,2024-09,0.86
Lisinopril 20mg tablets,2024-10,0.8
Lisinopril 20mg tablets,2025-01,0.8
Lisinopril 20mg tablets,2025-04,0.82
Lisinopril 20mg tablets,2025-07,0.79
Lisinopril 20mg tablets,2025-09,0.79
Lisinopril 20mg tablets,2025-10,0.78
Lisinopril 20mg tablets,2026-01,0.73
Lisinopril 5mg tablets,2021-01,0.9
Lisinopril 5mg tablets,2021-04,0.97
Lisinopril 5mg tablets,2021-07,0.86
Lisinopril 5mg tablets,2021-10,0.88
Lisinopril 5mg tablets,2022-01,0.77
Lisinopril 5mg tablets,2022-04,0.82
Lisinopril 5mg tablets,2022-07,0.83
Lisinopril 5mg tablets,2022-10,0.82
Lisinopril 5mg tablets,2022-12,0.85
Lisinopril 5mg tablets,2023-01,0.86
Lisinopril 5mg tablets,2023-04,0.87
Lisinopril 5mg tablets,2023-07,0.82
Lisinopril 5mg tablets,2023-10,0.75
Lisinopril 5mg tablets,2024-01,0.75
Lisinopril 5mg tablets,2024-04,0.68
Lisinopril 5mg tablets,2024-07,0.85
Lisinopril 5mg tablets,2024-08,0.72
Lisinopril 5mg tablets,2024-09,0.72
Lisinopril 5mg tablets,2024-10,0.64
Lisinopril 5mg tablets,2025-01,0.65
Lisinopril 5mg tablets,2025-04,0.67
Lisinopril 5mg tablets,2025-07,0.66
Lisinopril 5mg tablets,2025-09,0.66
Lisinopril 5mg tablets,2025-10,0.63
Lisinopril 5mg tablets,2026-01,0.62
Lofepramine 70mg tablets,2021-01,20.24
Lofepramine 70mg tablets,2021-04,20.3
Lofepramine 70mg tablets,2021-07,16.95
Lofepramine 70mg tablets,2021-10,15.95
Lofepramine 70mg tablets,2022-01,13.77
Lofepramine 70mg tablets,2022-04,13.58
Lofepramine 70mg tablets,2022-07,13.72
Lofepramine 70mg tablets,2022-10,14.24
Lofepramine 70mg tablets,2022-12,14.87
Lofepramine 70mg tablets,2023-01,12.7
Lofepramine 70mg tablets,2023-04,12.54
Lofepramine 70mg tablets,2023-07,12.11
Lofepramine 70mg tablets,2023-10,13.78
Lofepramine 70mg tablets,2024-01,15.09
Lofepramine 70mg tablets,2024-04,16.81
Lofepramine 70mg tablets,2024-07,16.54
Lofepramine 70mg tablets,2024-08,16.99
Lofepramine 70mg tablets,2024-09,16.99
Lofepramine 70mg tablets,2024-10,23.39
Lofepramine 70mg tablets,2025-01,21.29
Lofepramine 70mg tablets,2025-04,24.89
Lofepramine 70mg tablets,2025-07,23.98
Lofepramine 70mg tablets,2025-09,23.98
Lofepramine 70mg tablets,2025-10,20.99
Lofepramine 70mg tablets,2026-01,21.06
Loperamide 2mg capsules,2021-01,1.22
Loperamide 2mg capsules,2021-04,1.31
Loperamide 2mg capsules,2021-07,1.51
Loperamide 2mg capsules,2021-10,1.32
Loperamide 2mg capsules,2022-01,1.05
Loperamide 2mg capsules,2022-04,0.98
Loperamide 2mg capsules,2022-07,0.89
Loperamide 2mg capsules,2022-10,0.9
Loperamide 2mg capsules,2022-12,0.93
Loperamide 2mg capsules,2023-01,0.93
Loperamide 2mg capsules,2023-04,0.93
Loperamide 2mg capsules,2023-07,0.9
Loperamide 2mg capsules,2023-10,0.8
Loperamide 2mg capsules,2024-01,0.79
Loperamide 2mg capsules,2024-04,0.77
Loperamide 2mg capsules,2024-07,0.92
Loperamide 2mg capsules,2024-08,0.79
Loperamide 2mg capsules,2024-09,0.79
Loperamide 2mg capsules,2024-10,0.72
Loperamide 2mg capsules,2025-01,0.74
Loperamide 2mg capsules,2025-04,0.75
Loperamide 2mg capsules,2025-07,0.72
Loperamide 2mg capsules,2025-09,0.72
Loperamide 2mg capsules,2025-10,0.69
Loperamide 2mg capsules,2026-01,0.69
Loperamide 2mg tablets,2021-01,1.58
Loperamide 2mg tablets,2021-04,1.68
Loperamide 2mg tablets,2021-07,1.54
Loperamide 2mg tablets,2021-10,2.12
Loperamide 2mg tablets,2022-01,1.77
Loperamide 2mg tablets,2022-04,2.34
Loperamide 2mg tablets,2022-07,2.46
